AU6,AU8,AU5,AU10,AU14,AU17,AU7,AU16,AU18,AU20,AU11,AU4,AU15,AU9,AU2,AU3,AU13,AU12,AU1,AU19
0.5493421052631579,0.48934347484273055,0.4688595019060334,0.46794182944454643,0.4671052631578947,0.4667429266846739,0.267499325404826,0.25706086618102797,0.2509070219300491,0.1954632275002567,0.19221102416907487,0.10080842311052901,0.08910384695780904,0.07894736842105265,0.07322174842518409,0.07266631683236674,0.057295773080305035,0.03695415144198033,0.03566360253056411,0.022343071514593527
